Objra,Objdec,mangaid,plateifu
11.711639,-10.821999, 3-106102592 ,   8659-3702 
117.739943026,45.9895292443,    1-339125 ,   8714-9101 
47.982276,48.515026,  7-24181992 ,  8681-12704 
84.068934,-0.4906967,  3-49528426 ,  9472-12705 
242.42831,51.639786, 3-156746868 ,   8920-6102 
237.025402888,29.202319309,    1-264510 ,   9041-1902 
249.056775643,40.7082929709,    1-135608 ,   8978-6101 
247.097122106,39.5703039555,    1-210784 ,   8604-6104 
298.32864,18.140127,  7-18418356 ,   9975-3704 
172.574258062,50.4303971772,    1-174629 ,   8947-3703 
235.751708063,44.1722529298,    1-247782 ,   9037-3703 
178.185,1.35864,     27-1859 ,   8052-9102 
82.075033,-0.179176,  7-26765109 ,   9476-1901 
80.989561,23.637671,  7-27186810 ,   8774-9102 
287.39255,46.875108,  7-17108848 ,  8671-12703 
213.110482013,45.6904101161,    1-592743 ,   8329-6104 
65.497848,42.000622,  7-25700663 ,  8704-12703 
131.244455934,25.7392809331,    1-385361 ,   9500-9101 
288.51154,-28.393012, 3-100635399 ,   9097-3702 
211.534055461,46.6025498913,    1-235301 ,   8325-6102 
289.8257,41.666372,  7-17463101 , 10012-12704 
223.779212841,33.7244456023,    1-593543 ,   9024-6102 
261.607611692,58.5888563574,     1-25593 ,   7990-6104 
85.866153,-2.7498886,  3-50522940 ,   8895-3703 
225.67448,21.289828,  7-11702333 ,   9010-1902 
92.472791,-5.143388,  7-27852553 ,   8909-1901 
84.609175,-0.081829859,  3-47968833 ,  9472-12702 
51.82045,49.467828,  7-24546418 ,   9662-3701 
141.72949,47.694766, 3-149442508 ,   9534-6102 
84.39302,-1.842516,  7-26806496 ,  8895-12702 
210.176336711,45.8334223968,    1-286558 ,  8325-12701 
285.68184,-9.4830427,  3-79248904 ,   9111-6103 
247.560972961,26.2064735616,    1-269632 ,   9049-1901 
229.22768,1.973369,  7-11709970 ,   9017-1902 
341.15205,23.549655,  3-98056635 ,   8658-1902 
218.600034104,48.0374809129,    1-321167 ,   9868-1901 
315.503123061,10.3769516613,    1-113315 ,   7972-3702 
287.35572,41.861928,  7-17134756 ,   9079-6102 
254.01896,11.707237, 3-148908665 ,  9679-12704 
114.880984537,39.7889055602,     1-43188 ,  8566-12701 
260.83588,56.464814, 3-160406398 ,  9072-12705 
244.52024,51.66004, 3-157179911 ,   8967-3704 
180.13697,19.291508,   7-8602948 ,   8801-3704 
129.893515911,25.4770889113,    1-385070 ,  9501-12701 
209.251980577,43.3620339874,    1-251279 ,  8332-12705 
165.29167,12.24854, 3-114066177 ,   9779-1901 
192.50627,-3.2056336, 3-109545248 ,  8916-12705 
247.630905644,41.0941029331,    1-135536 ,  9869-12701 
283.31111,-10.313377,  7-17037366 ,  9686-12701 
287.4214,45.755508,  7-17086810 ,   9803-6101 
121.131993204,39.9385738013,     1-72209 ,  9182-12705 
333.72864,67.997583,  3-17450492 ,  9262-12703 
94.817682,-4.1351715, 3-146176094 ,   8812-6103 
319.193098655,11.0437407875,    1-113712 ,   7815-6104 
258.592168246,34.6612451934,    1-547375 ,   9185-9102 
163.51919,-3.536769,   7-7638537 ,   8961-6103 
132.03453,11.02381,      4-3862 ,   8115-1902 
261.706139018,56.8107818784,     1-24375 ,  8625-12705 
294.67194,45.824257,  7-17692320 ,   8674-6102 
194.45986,42.372581,   7-9157270 ,   8797-6102 
26.13891,-18.516173, 3-105795004 ,   8660-1901 
79.327813,25.768248,  7-26579671 ,   8774-6103 
357.223131022,0.642192413136,     1-29874 ,  8655-12703 
294.67365,46.122461,  7-17945236 ,  9304-12704 
284.76449,44.755559,  7-16832837 ,   9860-9101 
227.200243557,30.1705525451,    1-631890 ,   9045-9101 
141.15619,28.06941,      4-2949 ,  8100-12702 
259.59523,-25.163029, 3-126048932 ,   8556-6104 
144.52643,36.0392,    1-301241 ,   8462-9101 
139.171289037,29.3394923014,    1-386727 ,   9505-1901 
142.23108,47.242045, 3-149189708 ,   9729-1902 
163.29516,-3.82573,   7-7544348 ,  8922-12701 
259.32219,-24.507476, 3-126306258 ,   8556-1902 
117.964463339,46.0694301321,    1-339111 ,   8714-3702 
233.617351512,44.9568730987,    1-247395 ,   8551-6103 
210.00831,33.285148, 3-139462001 ,  9544-12703 
40.31462,37.36266,     4-15014 ,   8113-1901 
243.67362,51.035149, 3-156917814 ,  8920-12702 
137.03265263,45.9209619515,    1-155558 ,   8249-3702 
165.72976,10.684075,   7-7707819 ,   9064-1902 
200.78324,71.486903,   7-9765842 ,  9068-12705 
102.52063,24.70098,      4-2036 ,   8103-6101 
258.88263,-24.446989, 3-126059849 ,   8556-3701 
278.01623,3.6017919,  3-44643260 ,  9120-12704 
140.69623,48.185556,   7-5869227 ,   9780-1901 
247.480416346,40.6599580358,    1-135101 ,   9869-3701 
164.039340951,44.4282567585,    1-276550 ,   8254-3703 
196.061751441,26.1161917315,    1-457097 ,  9876-12705 
4.762317,67.76619,    7-149900 ,   8700-6101 
291.6252,1.578416,  7-17637940 ,  8694-12701 
25.620627,31.647992,  3-81982652 ,   9291-3702 
169.787590121,53.8378312049,    1-187072 ,   9000-3701 
270.41977,-8.423633,  7-15645150 ,  9857-12702 
242.91558,51.687664, 3-156918023 ,  8966-12702 
119.486337418,39.9933651629,     1-71987 ,   9182-6102 
206.33545,0.73888999,     4-20899 ,   8266-9102 
292.26978,37.69816,  3-13613036 ,  8560-12703 
1.0006657,-0.19759429, 3-106010730 ,   9243-3701 
314.28947,56.574461,  3-19006162 ,  9124-12703 
85.664317,14.840053,  7-27536329 ,   8805-9102 
83.804825,0.6227085,  3-47968139 ,  9472-12703 
282.01944,44.568188,  7-16565620 ,  10009-3702 
101.43906,-4.473485,    7-737172 ,   8907-3704 
349.16572,51.17768,      27-459 ,   7997-3701 
176.67088,0.07413542, 3-108912221 ,   8930-9101 
152.26032,25.896116, 3-131370212 ,   9691-3703 
36.349117,61.453749,  7-23280270 ,  9245-12704 
340.50895,46.318979,  3-68404878 ,   9301-3703 
127.019573204,28.5503339298,    1-230395 ,   9510-3702 
83.510662,11.728914,  7-26958139 ,   8887-6104 
296.75425,49.45439,  7-18241715 ,  9861-12705 
210.0583,32.553362, 3-138991791 ,   9778-6102 
239.65751,5.03576,  7-12450415 ,   9125-1902 
27.529862933,13.1103745569,     1-42703 ,   9195-6101 
178.11444,33.448575,   7-8320968 ,   8799-1902 
131.98635,11.03022,      4-3293 ,   8116-1901 
311.658778146,0.339357846417,    1-178824 ,   8623-6102 
205.203897366,38.2718746062,    1-418197 ,   8330-6104 
295.65886,49.165376,  7-18000939 ,  9861-12701 
283.3557,16.627352,  3-29909502 ,  9004-12701 
240.347024275,43.0850402916,    1-248214 ,   9036-3704 
218.6235,58.502084, 3-153426362 ,   8963-6104 
46.9437505345,-0.787567162954,     1-37335 ,   9193-9102 
84.42318,33.31619,     27-1445 ,   8044-3701 
60.44173,36.49057,     27-1339 ,  8042-12705 
236.21348212,43.5140567495,    1-247713 ,   9037-6104 
192.75267,43.164094, 3-134064759 ,  8797-12704 
284.30569,41.011779,  7-16896964 ,   9127-6103 
239.436637925,41.7095243117,    1-247976 ,   8313-6103 
192.356451251,26.7864476354,    1-455684 ,  8950-12701 
103.84297,-3.677162,    7-726409 ,  8907-12703 
119.315453104,47.8030370862,    1-351511 ,   8567-6102 
289.23452,-29.718446, 3-101283456 ,   9098-6102 
122.135669705,20.5373774612,    1-383648 ,  9490-12704 
206.334432527,41.3889308304,    1-260534 ,  8331-12705 
333.41817,40.389642,  7-21826385 ,   8679-3701 
194.653147531,27.8494808325,    1-456559 ,   8933-9102 
233.165628887,43.0578073386,    1-199224 ,   9870-9102 
272.60844,-4.6532673,  3-51029427 ,  9112-12701 
183.113323668,35.8834911662,    1-419351 ,   8554-1902 
341.35589,24.276004,  3-97870737 ,   8658-9101 
83.626242,11.333646,  7-26918002 ,   8884-1902 
221.485183467,45.9158181732,    1-321512 ,   9033-6101 
67.542687,1.5349383,  3-70677577 ,   8773-6103 
322.04857688,0.299884814769,    1-289865 ,  8615-12703 
137.335924379,45.0655135856,    1-137875 ,   8249-6102 
190.04556,-3.022661,   7-9196894 ,   9013-9101 
99.84825,22.64827,     27-1661 ,   8048-6102 
260.754690516,27.5694731016,    1-178443 ,   7962-6104 
119.923886435,27.0035013286,    1-163989 ,   8149-1902 
121.886131979,30.8124577638,    1-146463 ,   8938-9102 
173.046344588,53.3060985449,    1-188309 ,  8996-12704 
85.464045,-12.062913,  53-1343442 ,   9676-6101 
156.810365722,38.2045029032,    1-274244 ,  8568-12703 
284.56949,-10.852456,  7-16885783 ,   9686-1901 
351.2252,52.45152,      27-408 ,   7997-9102 
151.59389,25.092268, 3-131370362 ,   9691-9102 
239.195689664,47.9955208307,    1-133922 ,   8486-6104 
81.941482,-2.763705,  3-56499443 ,   9477-1902 
253.97963,-21.870641, 3-124511998 ,   8558-3702 
113.14579,65.717365, 3-159271288 ,   9666-1901 
253.58289,10.639912, 3-148257311 ,  9859-12701 
344.92397,59.30423,      27-220 ,   7999-6102 
6.08216,57.84431,      27-784 ,   8034-3702 
60.27083,37.40409,     27-1309 ,  8042-12704 
242.472340567,26.6258918729,    1-265750 ,   9088-9102 
67.560484,61.551948,   3-5241579 ,   8809-6104 
291.05065,30.457143,  7-17605996 ,   9307-3702 
104.20812,-1.7288172, 3-143354839 ,   8803-3703 
247.688425711,26.0952495416,    1-269638 ,  9047-12703 
233.840977841,27.124639923,    1-375053 ,   9042-6102 
318.026426419,11.3451572409,    1-113567 ,  7815-12701 
287.87843,51.026407,  7-17259784 ,  10008-1901 
147.867176956,32.9436569737,    1-585758 ,   8150-3702 
284.04191,18.19011,  3-28309766 ,  9004-12703 
291.06777,36.895733,  3-13310982 ,   9133-3704 
210.00831,33.285148, 3-139462001 ,  8912-12703 
197.43661,72.877662, 3-155692277 ,   9068-6103 
127.75526,-0.067460999,   7-4245660 ,   8924-3703 
194.016555995,27.1504441962,    1-456371 ,   8931-1901 
55.806779,67.918458,        51-9 ,   9673-6103 
118.325311619,44.8660108525,     1-44216 ,   8138-3701 
225.8184,35.84831, 3-148006827 ,   9772-6101 
295.1759,10.73296,  7-18307985 ,  9294-12702 
285.95736,-10.277518,  7-16960597 ,   9800-1902 
192.269935204,43.8331684391,    1-259185 ,  8317-12701 
176.35873382,49.8790405576,    1-174947 ,   8989-9101 
277.05225,3.595341,  7-16209853 ,   9802-6101 
120.704799825,40.457409194,     1-72325 ,   9182-6103 
124.571110809,28.3492647544,    1-218444 ,   8942-6104 
174.727119751,49.6603597927,    1-589092 ,   8990-6103 
245.712748338,45.741993847,     1-93252 ,   8484-6103 
120.679260621,18.6319336183,    1-382736 ,   9491-9102 
38.872769,28.183513,  3-68470851 ,  8807-12704 
271.24107,-8.1077408,     3-28959 ,  8638-12704 
205.717244807,22.126968058,    1-519705 ,   8320-1902 
238.891298957,48.0223923799,    1-133948 ,   8486-6103 
229.164859076,42.9538517436,    1-322277 ,  9871-12704 
179.1714,19.798375,   7-8317020 ,  8802-12704 
128.687740769,52.7156862498,     1-46562 ,  8243-12701 
290.29194,37.833577,  3-11904173 ,   8630-9101 
86.031905,-0.9965958,  3-47422547 ,   8892-3701 
132.60904,11.955432,   7-4838744 ,  8972-12702 
126.3852,-0.08472184, 3-128276197 ,   8924-3701 
285.27629,-9.2595717,  3-78363841 ,   9110-6103 
164.96679,10.904282, 3-113701796 ,   9065-3704 
121.344103078,25.54201557,    1-218009 ,   8940-3704 
132.544738205,51.7753744061,     1-47618 ,   8244-1901 
206.86048,0.51306999,     4-21733 ,   8581-1902 
109.32034,1.881204,   7-2054418 ,   9530-1901 
58.4856337033,-7.07295391828,     1-51886 ,  8728-12702 
323.6674,60.558206,  3-22147627 ,   9664-6104 
34.012437,-6.5438615, 3-103682198 ,   8662-6101 
173.806890998,51.1619349883,    1-149878 ,   8992-6104 
87.946094,9.387927,  7-27304770 ,  9482-12704 
128.250742039,26.0140506945,    1-298752 ,  9507-12701 
82.905794,11.500533,  7-26899537 ,  8887-12705 
158.49302,24.45473, 3-125091470 ,   8889-3701 
100.53024,5.4451,     27-1790 ,  8050-12705 
142.3596,46.527475, 3-148801596 ,   9729-3704 
176.82539,35.758988,   7-8286582 ,   8799-6103 
84.448848,-0.39655418,  3-49019308 ,   9471-1902 
272.85239,-5.0172379,  3-52022442 ,   9114-3701 
224.205960905,41.5964025465,    1-235976 ,   8980-3704 
291.29829,1.513917,  7-17492221 ,   8694-6104 
291.49962,39.552021,  7-17439054 ,  9133-12703 
144.516003237,42.9743220132,    1-166613 ,   8461-3701 
121.700818354,53.1996150945,    1-379454 ,  8712-12701 
119.611553119,44.0462231025,     1-44083 ,   8141-9102 
57.7295749472,-7.06064700684,     1-51939 ,  8728-12701 
172.682670654,22.3635385076,    1-491225 ,   8338-6102 
238.948509456,44.668543326,    1-209823 ,  9036-12703 
218.268988443,51.5223147848,    1-246064 ,   8595-1901 
246.551623929,25.6166228569,    1-295790 ,   9047-9101 
83.014312,10.01108,  3-31934709 ,  8881-12701 
165.06949,11.126738, 3-113701746 ,  9682-12701 
240.618266812,44.5414487067,    1-209722 ,   9031-1901 
292.66473,45.512782,   3-9799853 ,   9304-3702 
82.897562,-7.181961,  3-63006608 ,   9659-6102 
110.88088,3.068216,   7-2403689 ,  9530-12703 
37.436397,62.658567,  7-23447117 ,  9248-12704 
203.190093994,26.5803756714,    1-458092 ,   8982-3703 
350.70839,51.70157,      27-427 ,  7997-12705 
280.83426,-25.040565,  3-94967302 ,   9075-6103 
222.42861,-6.189436,  7-11479111 ,   9015-3702 
190.92092,-2.579214,   7-9227333 ,   9014-9101 
253.29464,11.071974, 3-148387416 ,   9680-3702 
116.599480276,27.3382111795,    1-201183 ,   8147-3702 
194.872523039,27.850127122,    1-456924 ,   8932-1902 
72.74015,32.95937,     27-1361 ,  8043-12705 
229.88609,0.879058,  7-11747827 ,   9017-6104 
24.978111,31.570179,  3-82836458 ,  9291-12702 
52.7789268292,-0.915973761209,     1-38612 ,   8155-3701 
189.705788835,44.9585256539,    1-259050 ,   8341-9101 
138.968616475,42.4015162608,    1-217304 ,   8250-3701 
83.51719,32.07625,     27-1475 ,  8045-12703 
115.22481,40.06964,    1-584598 ,   8566-3704 
191.28275,-2.245237,   7-9202585 ,   9013-9102 
40.587722,-11.68755, 3-103575682 ,  8663-12703 
177.40816,19.010244,   7-8393854 ,  9019-12701 
291.23552,0.519917,  7-17399596 ,  8695-12702 
85.957023,-3.0870729,  3-51016461 ,   8894-1901 
252.170749159,63.4791984597,     1-22347 ,   7992-3701 
153.05813,26.737921, 3-131723125 ,   9669-9102 
286.581,43.38813,      4-5001 ,   8104-6102 
201.971931237,28.5081687796,    1-395622 ,   8984-9101 
232.681082643,44.6272507303,    1-198859 ,   8551-6102 
191.31517,-1.732571,   7-9180384 ,  9014-12704 
167.10448,11.576555,   7-7847370 ,  9672-12703 
138.55054,22.810939, 3-139927677 ,  8926-12702 
178.12389,0.25073998,     27-1869 ,   8051-3704 
246.073455506,39.2110394724,    1-210863 ,   8604-6102 
92.405504,-5.138894,  7-28214709 ,   8909-9101 
141.89735,48.051052, 3-149567582 ,  9775-12701 
184.2509,33.517369,       14-13 ,   7444-1902 
320.56917,32.627382,  3-60680930 ,  8664-12704 
288.24142,40.121081,  7-17353112 ,  10012-9101 
92.40666,-5.332626,  7-28122751 ,  8909-12703 
84.809146,-1.4812093,  3-50029033 ,   8896-3702 
82.501827,2.8092254,  3-45741959 ,   8905-6102 
296.35257,42.752526,  7-18017570 ,  9129-12702 
53.05236,48.900526,  7-24516288 ,   9662-9102 
129.3707291,26.0143770356,    1-385225 ,  9501-12704 
319.751163159,-0.963991563033,    1-179561 ,   8615-1902 
12.9745,62.96318,      27-836 ,   8035-3701 
239.90659463,45.1619324114,    1-209952 ,   9031-6101 
70.574419,24.977442,  3-25616377 ,   9288-3704 
294.07486,38.53989,     4-10521 ,  8110-12701 
61.4532623945,-6.32383706666,     1-52660 ,   8158-3704 
271.171,-9.748949,  3-57552276 ,  8667-12705 
297.57851,42.756708,  7-18193771 ,   9130-1902 
86.446823,42.796355,  7-27453599 ,  8814-12702 
221.786518508,50.1957073163,    1-246331 ,  8595-12705 
249.770169345,39.2907848202,    1-135794 ,   8588-1902 
140.39879069,43.2572462761,    1-147394 ,  8250-12705 
322.31996,11.888846,  7-20957418 ,   8706-3702 
248.140878523,26.3807396123,    1-270129 ,   9047-6104 
215.96758,58.135832, 3-152745015 ,  8963-12702 
235.669362292,45.432085787,    1-247882 ,   8551-9102 
247.688690721,39.1952321045,    1-211273 ,  8602-12702 
81.93476,-1.940965,  7-27196687 ,   9477-3704 
291.00342,37.893227,  3-12455868 ,  8631-12704 
231.99773,42.84963,    1-593862 ,  9872-12703 
291.45736,1.514914,  7-17407540 ,   8695-1901 
198.701371544,47.3515467821,    1-285031 ,   8465-3703 
140.69623,48.185556,   7-5869227 ,   9727-1901 
238.373566349,27.389890108,      46-184 ,   9888-9102 
190.70209,-2.6284908, 3-109409592 ,  9013-12702 
210.29057,32.955469,  7-10619481 ,   9665-3703 
49.1085522243,0.321642725666,     1-37973 ,   8082-3702 
270.40087,-7.688611,  3-53017602 ,   8667-6103 
141.07081,27.23723,      4-2840 ,  8099-12702 
255.58137,-21.854205, 3-125825160 ,  8557-12704 
341.98443,23.559896,  3-98587275 ,   8658-3704 
206.13123,-0.8482,     4-21098 ,  8581-12701 
49.279783,47.057179,  3-26080921 ,  8808-12705 
152.514716814,47.1209306545,    1-147522 ,   8453-9102 
314.61725,56.447564,  3-19423048 ,   9124-9102 
86.20605,-1.062794,  3-47422548 ,  8893-12701 
224.17798,22.266134,  7-11362406 ,   8914-6103 
241.12021,5.3806356, 3-139680531 ,   8635-6101 
164.978081902,43.1477035287,    1-255939 ,  8255-12702 
63.019262,24.045879,  3-38180619 ,   8778-3703 
132.68998,11.926593, 3-135343234 ,   8973-1901 
93.72852,44.03132,      4-1258 ,  8101-12705 
299.77713,45.341523,  3-15236510 ,   9128-6102 
115.669066274,48.022175773,    1-378549 ,   8239-1901 
59.50743,11.305313,  3-65712664 ,  8686-12705 
322.253154429,0.182613494027,    1-180298 ,  8616-12701 
210.35711,32.837156, 3-139461894 ,   9778-9102 
145.47476,55.597995, 3-151434958 ,  9689-12704 
138.935541667,44.2360887374,    1-137853 ,  8249-12705 
85.04093,31.81223,     27-1486 ,   8045-6104 
83.027756,10.198698,  7-26849629 ,  8880-12705 
123.070671389,49.3774557708,     1-45399 ,   8720-3702 
288.35577,45.867326,  7-17088408 ,   8672-3701 
129.49546279,25.0487808569,    1-385108 ,   9502-3704 
39.2954315425,0.0121931197899,     1-36698 ,   8153-3704 
131.4695,12.95951,      4-3278 ,   8116-3702 
329.51496,46.310721,  3-53360855 ,   8678-3702 
290.61316,37.339121,  3-12732917 ,   9132-3704 
26.035164,-18.78361,  7-13988456 ,   8660-6102 
173.637733355,46.166337697,    1-279381 ,   8945-6101 
120.715023341,46.1570329943,     1-44726 ,   8718-3702 
143.03409,26.79849,      4-2071 ,   8100-1902 
263.09890886,55.4146779223,    1-634789 ,   8626-6101 
209.9604,32.608613, 3-138991844 ,   9778-3703 
247.844097158,39.1678263093,    1-210701 ,   8603-3704 
117.300550626,17.5661640893,    1-382326 ,   9492-6101 
259.55248,57.184162, 3-160253295 ,  9007-12702 
173.145047731,49.1096518237,    1-615485 ,   8990-3701 
48.4384159113,-0.241460052673,     1-38101 ,  8082-12702 
236.901377571,26.0637670424,    1-375695 ,  9888-12705 
148.897830631,45.5547225025,    1-167083 ,  8458-12703 
163.76292,48.249713, 3-141678613 ,  9804-12703 
51.5812647501,-0.91264876048,     1-38334 ,   8084-3704 
3.7763201,67.932648,  3-31825274 ,   8701-1901 
164.05374,-3.441281,   7-7444782 ,   8921-3704 
215.52283,56.886528,  7-11070156 ,   8964-9101 
237.522038541,45.3380278865,    1-209439 ,  9035-12703 
135.722564417,43.2477264356,    1-137795 ,  8247-12702 
143.86129,47.98933, 3-148931256 ,   9729-6104 
116.389688776,45.7723275492,    1-339166 ,  8138-12703 
8.322583,57.046524,  7-24889982 ,   8702-3702 
20.733468,84.395604,   3-2631555 ,   9069-1902 
151.284661833,44.5140468179,    1-167169 ,  8456-12705 
281.80264,-24.655708,  3-95259987 ,   9074-6104 
85.657597,-7.0754481,  3-58603289 ,   9660-6104 
208.75196,32.977409,  7-10379595 ,   9778-1901 
129.35373,24.88009,    1-585188 ,  9502-12704 
274.39693,-5.589263,  3-55529447 ,  9113-12705 
239.987945488,41.4777751316,    1-248357 ,   8313-9102 
82.429096,-0.49575161,  3-52005815 ,   9476-6103 
152.48485,25.042607, 3-130323918 ,  9691-12705 
132.58939,11.37404,      4-3895 ,   8116-6104 
166.01663,22.6354,    1-486243 ,  8448-12702 
53.6865150057,-1.24578377207,    1-202101 ,   8155-9102 
246.209997029,21.6138741605,    1-318621 ,   9050-9102 
66.760529,18.536946,  7-25771864 ,  8777-12704 
283.52599,16.64061,  7-17072697 ,  9295-12701 
42.2280037733,-0.966787630477,     1-36892 ,   8078-3704 
181.827576407,46.7275255533,    1-575845 ,   8261-3702 
41.63828,36.89113,     4-15010 ,   8113-9102 
182.66438703,36.6145041695,    1-419533 ,   8554-3702 
40.5600858575,0.8778073766,     1-36827 ,   8153-9102 
81.310003,-2.349038,  7-26817439 ,   9479-3704 
193.06119,41.02368,     4-17885 ,   8264-6101 
102.60433,24.84567,      4-2020 ,  8103-12701 
288.32799,-0.44359547,  3-67632955 ,   9977-3702 
240.65805398,41.2934271029,    1-248389 ,   8313-6101 
138.12037,22.468473, 3-139927790 ,   8813-1902 
92.016441,-6.5784074, 3-146180870 ,   8908-6102 
138.02732196,42.9545996238,    1-558247 ,   8247-6104 
313.43137,55.885363,  7-20154236 ,   9298-6103 
71.46526,33.89512,     27-1383 ,   8043-3703 
215.274863658,48.3081727439,    1-320655 ,   8326-3703 
273.63364,5.8385902,  3-33558618 ,   8971-9102 
288.06965,40.875557,   3-8333901 ,  10012-1901 
145.860507483,36.2373813035,    1-301537 ,   8462-6101 
119.973719867,55.374818222,    1-379660 ,   8712-1901 
83.412176,11.247953,  7-27088587 ,  8880-12703 
227.71268,36.445337, 3-148921455 ,   9688-9102 
172.246907998,22.9599058459,    1-491200 ,   8338-3701 
314.77862,36.041451,  7-20139897 ,   8688-9101 
244.641620293,45.7426365079,    1-569034 ,  8548-12701 
141.97915,29.07356,      4-2954 ,  8100-12703 
201.560998184,47.3003378894,    1-575733 ,   8319-9102 
251.05389,-1.8207983, 3-140807119 ,   9009-6103 
320.46719,31.077198,  3-62859124 ,   8664-1902 
143.88594,54.782531, 3-151557308 ,  9540-12702 
81.381969,12.629748,  7-26847948 ,  8886-12702 
122.043473817,37.7629023594,    1-121936 ,  9485-12703 
58.673524,24.398289,  3-44581518 ,  8888-12704 
98.75638,23.2836,     27-1658 ,   8048-1901 
202.533480747,48.8932602825,    1-234341 ,   8319-9101 
215.89973,57.874874, 3-152627741 ,   8962-3702 
289.93145,-27.740077, 3-100980170 ,   9098-3702 
83.91593,-1.983451,  7-26739530 ,   9468-6103 
126.48833,-0.78359399,   7-4205494 ,   8795-9102 
140.040319545,27.2888540219,    1-387016 ,  9505-12703 
315.533514754,11.0751131018,    1-113322 ,  7972-12701 
79.7052,24.47553,     4-14206 ,   8119-6101 
322.34799,52.38414,       27-88 ,   7996-6103 
194.89067,27.965617,        50-2 ,  8953-12702 
120.351855044,44.8760493913,     1-44361 ,   8718-6102 
199.97395,71.684783,   7-9483071 ,   9067-6103 
296.22187,42.814648,  7-18190504 ,   9130-9101 
321.32169,11.51935,     4-12663 ,   8121-1901 
256.179611837,34.5585186449,    1-177231 ,  9185-12701 
272.44539,-8.9692881,     3-98458 ,   8637-9101 
174.747994795,49.7780345061,    1-174895 ,  8990-12704 
41.3789555443,0.920638397764,     1-37034 ,   8077-1901 
163.53408,-1.8389392, 3-110381930 ,   8921-9102 
214.375197857,47.7149584725,    1-320642 ,  8326-12704 
85.80183,-2.6652522,  3-50522724 ,   8898-3702 
254.22338,10.868717,  7-13641743 ,   9858-3701 
208.9539,33.47966,  7-10372075 ,   9544-9101 
142.10782,48.799365, 3-149818448 ,   9729-6103 
49.4836331115,1.04534962996,     1-38136 ,   8081-6104 
195.2498,41.45481,       4-823 ,  8098-12704 
334.61943,51.146668,  3-50877994 ,   9535-6103 
79.499565,-0.98611717,  3-57012853 ,   9478-6103 
20.802478,1.066288, 3-104266063 ,  8683-12703 
227.481185986,28.3821764749,    1-436574 ,   9891-6101 
305.83437,57.876264,  3-12521205 ,   8696-3701 
194.43217,42.681164, 3-134724013 ,   8797-3704 
236.008027786,27.6993113757,    1-593989 ,   9888-3701 
316.39166,54.18755,  3-24028633 ,   8677-3704 
238.820533349,53.8074462429,     1-91652 ,   8481-6101 
113.46876,5.056026, 3-142818421 ,  9531-12704 
162.225,-2.354961,   7-7449566 ,   8922-3701 
286.00453,32.917203,  3-12437287 ,  9122-12705 
178.8442,34.9058, 3-118743745 ,   8799-3703 
166.106858433,45.7817118443,    1-278075 ,   8257-6104 
289.832,38.331298,  3-11359416 ,  9133-12701 
122.735620823,25.6847130209,    1-230100 ,   9509-3704 
323.16784,11.933675,  3-94812862 ,   8706-9101 
224.41491734,53.0063352948,    1-576294 ,   8592-9102 
81.638561,11.849282,  7-26867689 ,  8885-12701 
79.596425,24.810274,  3-15080992 ,  9517-12705 
335.50726,50.274143,  3-53886916 ,   9535-6102 
262.48377647,53.477365959,     1-24524 ,   9196-9102 
233.71260364,56.4510785715,     1-90192 ,   8553-6102 
79.86733,24.90602,     4-14191 ,   8118-9101 
292.48764,30.269066,  7-17948113 ,   9307-9101 
242.41595,24.701771,  7-12881966 ,   8969-3702 
47.426979,48.763387,  7-24331380 ,   8681-9102 
206.70580204,39.0837085374,    1-627377 ,  8447-12702 
206.00906,-1.303762,  7-10295589 ,   9685-9101 
41.2805684533,0.950165001317,     1-37018 ,  8077-12704 
241.15163,5.0266112, 3-139451502 ,  8635-12705 
49.9293385832,0.565477825589,     1-38168 ,  8083-12703 
241.005278975,46.8029102028,    1-134248 ,   8549-3702 
120.918897692,46.7273933044,     1-44722 ,   8714-9102 
117.982110064,27.3029716097,    1-604856 ,  8147-12705 
135.833415124,40.4647129399,    1-216973 ,  8440-12705 
328.81705,45.420136,  3-53862806 ,  9261-12701 
192.36721,13.380633,   7-9144239 ,   8965-9102 
243.22210877,29.4184768875,    1-269491 ,   9028-6103 
224.018183078,45.4052658652,    1-576436 ,  9033-12705 
121.105654703,39.9306244963,     1-72211 ,   9183-3702 
195.40783,42.976902, 3-135904805 ,  8797-12703 
103.43837,-2.1661595, 3-143519597 ,  8803-12705 
330.49603,55.085853,  7-21854370 ,   8692-6102 
259.246928781,32.2458860679,    1-547290 ,   7960-9102 
243.178262849,22.9841583694,    1-318315 ,  9095-12704 
240.912436689,41.1530561798,    1-248289 ,   8313-6102 
147.277688884,44.0486811007,    1-166889 ,   8459-9101 
218.35049,49.52662, 3-150182731 ,   9063-9102 
127.60994,-0.167375,   7-4217046 ,  8794-12705 
355.17039,39.414868,  7-23574653 ,   9260-1902 
329.62212,46.053504,  3-53865175 ,   8678-3703 
42.5327611629,-0.266960497214,     1-36890 ,   8078-6102 
118.36085,29.35946,    1-604864 ,  8937-12705 
215.18499,58.186088, 3-152627846 ,   8963-9101 
224.54268,22.511342, 3-141670427 ,   8914-6102 
82.679801,-0.626416,  7-26847967 ,   9475-3704 
49.940137223,-0.077189233391,     1-38033 ,   8081-6102 
49.2288666096,-0.0420070079219,     1-38062 ,   8080-3702 
219.227540718,46.8017683736,    1-321256 ,   9868-6102 
25.997006,-16.949622, 3-105706310 ,   8660-6103 
