Objra,Objdec,mangaid,plateifu
7.22382,57.52256,      27-749 ,  8000-12704 
145.56775,55.151391, 3-151312988 ,  9541-12704 
85.075426,-2.0036124,  3-50522564 ,  8897-12704 
49.4063653965,0.815197441981,     1-38138 ,  8081-12704 
291.68909,30.975004,  3-19699288 ,  9306-12704 
229.146552165,28.6345850676,    1-373830 ,  9891-12704 
56.910487,68.012994,       51-16 ,  9673-12704 
192.24848,12.951595, 3-113464234 ,  8965-12704 
129.3707291,26.0143770356,    1-385225 ,  9501-12704 
47.066963,48.558387,  7-24179276 ,  8808-12704 
116.657135061,44.7905163357,    1-339041 ,  8138-12704 
135.236514547,54.9545115782,     1-48773 ,  8721-12704 
41.228657,-11.825431, 3-103520481 ,  8663-12704 
83.281595,-6.200803,  7-26766961 ,  9659-12704 
237.462977626,42.0280680851,    1-199741 ,  9038-12704 
85.460163,-12.310457,  53-1343573 ,  9676-12705 
314.16454,62.550567,  7-20152013 ,  9263-12705 
83.224691,10.301956,  7-26977114 ,  8883-12705 
270.6532,-9.2432737,     3-46498 ,  8637-12705 
226.24058,21.280965, 3-141867851 ,  8915-12705 
84.02517,-0.49494987,  3-49528465 ,  9471-12705 
7.785511,55.875911,  7-24843048 ,  8702-12705 
231.030853751,29.888969836,       46-51 ,  9044-12705 
241.150984777,43.8797876113,    1-210186 ,  9031-12705 
164.51447,-3.466253,   7-7537927 ,  8961-12705 
1.657607,1.395242,    7-175365 ,  9243-12705 
88.642328,41.529303,  7-27315450 ,  8814-12705 
239.173486866,41.8795983424,    1-247998 ,  9038-12705 
51.0271154412,-1.05785891293,     1-38381 ,  8084-12705 
132.18246,11.65052,      4-4038 ,  8116-12705 
203.489293607,22.4175505533,    1-522742 ,  8311-12705 
187.789625246,44.712841641,    1-259001 ,  8464-12705 
121.06602,30.18235,    1-604980 ,  8938-12705 
254.90369,9.580342,  7-13822586 ,  9859-12705 
223.867459205,32.8400281225,    1-314409 ,  9024-12705 
129.150905337,25.1370094145,    1-585171 ,  9502-12705 
177.647168816,50.5793467796,    1-175185 ,  8989-12705 
47.8890844551,-0.742939934572,     1-37695 ,  8080-12705 
313.00153,35.812033,  7-19881466 ,  8689-12705 
273.557,6.1890899,  3-33022174 ,  8971-12705 
26.747447,-17.807804, 3-105706470 ,  8660-12705 
224.018183078,45.4052658652,    1-576436 ,  9033-12705 
56.663454,68.048611,       51-34 ,  9674-12705 
203.910044306,25.8752373782,    1-626684 ,  8983-12705 
139.52858,22.465438,   7-5312101 ,  8926-12705 
83.009417,-0.88093966,  3-51508785 ,  9477-12705 
322.99194,6.9623882,  3-98401912 ,  9119-12705 
132.09722,10.720022, 3-134409454 ,  8972-12705 
86.139716,-2.337239,  3-49529876 ,  8895-12705 
195.094625216,28.5744704007,    1-404191 ,  8935-12705 
218.24444,48.822952,  7-10933240 ,  9668-12705 
272.26243,-9.887474,  7-15712808 ,  9857-12705 
84.068934,-0.4906967,  3-49528426 ,  9472-12705 
323.407558522,1.07092662835,    1-180392 ,  7968-12705 
251.88766,-2.4584648, 3-140806405 ,  9009-12705 
295.93961,49.015893,  7-18005314 ,  9021-12705 
256.72385,32.16955,    1-177632 ,  9883-12705 
166.07475,9.999395,   7-7701486 ,  8928-12705 
60.884039,35.724328,  3-23689301 ,  8665-12705 
38.489734,26.728352,  7-23307394 ,  8807-12705 
287.93143,42.68454,      4-4884 ,  8104-12705 
124.032229661,25.0064130669,    1-230021 ,  9509-12705 
50.19091,-0.85163,     1-38000 ,  8081-12705 
354.94702,38.976264,  7-23018224 ,  9260-12705 
200.78324,71.486903,   7-9765842 ,  9068-12705 
196.817348641,28.2839220476,    1-403685 ,  8934-12705 
41.694639931,-0.728826852116,    1-109081 ,  8077-12705 
111.2155,1.811596,   7-2870169 ,  9529-12705 
289.62782,-1.859225,  7-17669967 ,  9976-12705 
173.537567139,49.2545623779,    1-174631 ,  8990-12705 
157.93769,46.67167,    1-609412 ,  8452-12705 
315.50642,56.195266,  3-20735901 ,  8677-12705 
317.568825378,10.4088108392,    1-113476 ,  8618-12705 
330.85849,54.036859,  7-21695350 ,  8693-12705 
50.9308766221,-0.11843058098,     1-38008 ,  8082-12705 
322.55131,50.79636,      27-194 ,  7995-12705 
141.5635,47.541256, 3-149442523 ,  9780-12705 
100.88554,23.110688, 3-154951136 ,  8804-12705 
289.15749,-1.8584528,  3-71448817 ,  9117-12705 
237.45050495,29.1712890978,    1-633308 ,  9041-12705 
246.578190983,43.4074643202,    1-134954 ,  8555-12705 
322.613466488,-0.445022031393,    1-180522 ,  8616-12705 
206.537552071,21.8943036757,    1-519746 ,  8320-12705 
192.66606,-3.130288,   7-9253309 ,  8917-12705 
290.20697,-29.622114, 3-101572749 ,  9099-12705 
274.51211,-3.6080874,  3-52030773 ,  9112-12705 
120.05894,46.04257,     1-44763 ,  8714-12705 
350.0644,41.975339,  7-22933369 ,  8687-12705 
123.10611,37.730217,    1-153938 ,  9183-12705 
118.863856172,44.0293299078,     1-44117 ,  8141-12705 
255.101564959,38.3517130924,     1-95842 ,  8612-12705 
236.377526846,44.0163790263,    1-247739 ,  9035-12705 
133.582797957,54.4577674574,     1-48460 ,  8724-12705 
329.40521,45.922707,  3-53865141 ,  8678-12705 
142.81433,48.493589, 3-149442302 ,  9775-12705 
60.766177,25.003504,  3-40426539 ,  8781-12705 
293.06561,48.065758,  7-17709022 ,  8670-12705 
112.559910339,39.533459057,    1-338117 ,  8131-12705 
119.366690862,35.7204534274,    1-584687 ,  8717-12705 
177.69224,0.81984,     4-19833 ,  8270-12705 
225.41734,49.3738,    1-246543 ,  9865-12705 
121.664731894,55.1470956778,    1-379741 ,  8712-12705 
119.500220145,30.7955819139,    1-201875 ,  9184-12705 
247.611665545,26.0600380381,    1-269630 ,  9049-12705 
273.88854,-5.6055273,  3-54541110 ,  9115-12705 
143.40831,47.380153, 3-148801411 ,  9670-12705 
47.946773,47.935764,  7-24223305 ,  8681-12705 
52.8475844124,0.364930734106,     1-38514 ,  8085-12705 
205.609258111,26.5368707574,   12-129629 ,  7495-12705 
218.874573983,46.2023905577,    1-321271 ,  9868-12705 
171.301924563,45.0667685455,    1-257100 ,  8466-12705 
209.251980577,43.3620339874,    1-251279 ,  8332-12705 
244.12782,50.618641, 3-157004698 ,  8920-12705 
200.42467,71.825684,   7-9860659 ,  9067-12705 
67.03845,49.74768,     27-1159 ,  8040-12705 
284.80351,-11.180559,  3-80521572 ,  9110-12705 
209.41831,33.44585, 3-139231965 ,  9778-12705 
227.53668071,46.1046806603,    1-198664 ,  9034-12705 
291.88565,29.429853,  3-21945883 ,  9307-12705 
186.058329937,44.9376349237,    1-258607 ,  8263-12705 
139.21586,22.074689,   7-5406583 ,  8813-12705 
64.313075,23.060282,  3-37646480 ,  8779-12705 
117.328574454,21.8037654578,    1-229547 ,  8726-12705 
193.855952744,43.9380638089,    1-259104 ,  8317-12705 
177.844535418,53.4441892852,    1-150370 ,  8995-12705 
174.317747615,45.7573989593,    1-257412 ,  8945-12705 
330.98283,54.848055,  3-39158613 ,  8690-12705 
56.401497,63.324758,   3-8658942 ,  8810-12705 
118.986146494,40.5539780978,     1-43849 ,  8140-12705 
205.893814212,34.9138472224,    1-409242 ,  8445-12705 
85.523961,-1.6540322,  3-49529675 ,  8896-12705 
166.75565,22.29621,    1-487293 ,  8448-12705 
15.862715,86.135453,   7-6839854 ,  9069-12705 
119.044357491,33.2450541018,    1-153246 ,  8977-12705 
291.72728,0.437863,  7-17644159 ,  8694-12705 
35.658291,-5.0636589, 3-103101874 ,  8662-12705 
143.19939,56.068453,   7-5768373 ,  8911-12705 
247.579418669,41.1020792928,    1-135078 ,  9029-12705 
79.596425,24.810274,  3-15080992 ,  9517-12705 
87.707978,-0.36776404,  3-43433386 ,  8893-12705 
166.14563,11.943702,   7-7697458 ,  9672-12705 
145.861534925,42.186856649,    1-166488 ,  8461-12705 
46.3324427151,-0.97071283923,     1-37388 ,  9193-12705 
194.47922,41.41396,       4-765 ,  8264-12705 
172.156127006,50.8273829413,    1-149507 ,  8997-12705 
117.317912806,29.6647874781,    1-152579 ,  8936-12705 
45.148989,34.669036,  3-49500192 ,  9521-12705 
218.84128,57.099996, 3-153088866 ,  8963-12705 
219.82622,53.05921,    1-246196 ,  8547-12705 
296.81522,11.129692,  7-18203701 ,  9978-12705 
258.582463596,33.5488846369,    1-547339 ,  9185-12705 
116.161330789,40.3659680694,    1-604818 ,  8566-12705 
85.281513,-2.9983063,  3-52008939 ,  8897-12705 
130.71962,25.07035,    1-605418 ,  9501-12705 
292.8997,37.659273,  3-14224086 ,  8630-12705 
290.96223,50.614644,  7-17380322 , 10008-12705 
255.517441846,35.4631559894,    1-176546 ,  8606-12705 
84.109126,-0.94023448,  3-50028229 ,  9468-12705 
158.785349143,42.6388117276,    1-255308 ,  8253-12705 
115.309868255,27.6140465302,    1-556549 ,  8144-12705 
206.88702,-0.38349,     4-20905 ,  8266-12705 
241.15163,5.0266112, 3-139451502 ,  8635-12705 
284.41288,17.704704,  3-29391585 ,  9004-12705 
83.477401,-6.0357457,  3-59712414 ,  9659-12705 
213.933247042,54.0431349842,    1-245404 ,  8591-12705 
192.79158,11.127872, 3-113009186 ,  8918-12705 
192.66606,-3.130288,   7-9253309 ,  8929-12705 
9.8940893,31.53466,  3-98435648 ,  8684-12705 
157.229589837,39.8948270578,    1-274526 ,  8455-12705 
117.73987,65.631971, 3-158717560 ,  9666-12705 
318.990452837,9.54307564379,    1-635503 ,  7815-12705 
41.95374,36.42479,     4-15007 ,  8113-12705 
59.213322,25.26786,  3-42204324 ,  8780-12705 
206.334432527,41.3889308304,    1-260534 ,  8331-12705 
258.152377303,32.8756320349,    1-177762 ,  7958-12705 
140.192444114,0.604565983515,     1-54258 ,  9512-12705 
164.986201771,50.1237569448,    1-148599 ,  8999-12705 
276.85668,3.4917098,  7-16142991 ,  9802-12705 
120.926748238,26.455443917,    1-218116 ,  8149-12705 
249.135695215,39.0278800132,    1-135468 ,  8550-12705 
160.06214,38.478482,   7-7523191 ,  9690-12705 
323.68176,11.737117,  7-20710231 ,  8706-12705 
296.75425,49.45439,  7-18241715 ,  9861-12705 
261.979027094,59.7212052974,     1-25683 ,  8611-12705 
45.529172,59.870236,  7-24221554 ,  9542-12705 
218.6181,56.846674, 3-152860986 ,  8964-12705 
290.84149,-29.058822, 3-101575058 ,  9098-12705 
100.99039,22.62137,     27-1653 ,  8048-12705 
55.5520135321,-0.354380936843,     1-38822 ,  8156-12705 
199.68555,71.876031,   7-9518893 ,  9012-12705 
313.64713,56.189563,  3-19005031 ,  9298-12705 
244.38849,31.57767,    1-633856 ,  9027-12705 
157.93471,35.04137,    1-609414 ,  8943-12705 
122.077051466,49.6334822775,    1-351716 ,  8720-12705 
297.63535,42.913553,  7-18197938 ,  9130-12705 
135.090515525,54.052243777,     1-48560 ,  8721-12705 
83.273813,2.4178917,  3-45742651 ,  8906-12705 
127.003330613,20.1668620446,    1-412736 ,  9488-12705 
262.00135,57.444352,  7-14890744 ,  9008-12705 
62.86696,23.951731,  3-38725979 ,  8778-12705 
50.818437,18.965773,  3-65709238 ,  8685-12705 
7.79437,56.40315,      27-761 ,  8034-12705 
243.16083,51.330116, 3-156917904 ,  9011-12705 
336.18407,50.674047,  3-53889745 ,  9466-12705 
126.6148,-1.134537,   7-4403753 ,  8924-12705 
121.990988994,26.0289828842,    1-605029 ,  8941-12705 
83.4247,10.561319,  7-27105832 ,  8882-12705 
83.392745,-4.7293948,  3-57540143 ,  9533-12705 
246.307313646,23.6999473282,    1-295183 ,  9050-12705 
288.20998,-1.3741459,  3-69327564 , 10020-12705 
240.66847,5.9134259, 3-139907354 ,  9125-12705 
195.13547773,27.7661400524,    1-456639 ,  9863-12705 
221.786518508,50.1957073163,    1-246331 ,  8595-12705 
299.75531,45.552447,  7-18516998 ,  9128-12705 
341.82671,23.389129,  3-98587134 ,  8658-12705 
238.141414586,46.3399286819,    1-569072 ,  8486-12705 
152.41322,26.883136, 3-132383074 ,  9681-12705 
15.862715,86.135453,   7-6839854 ,  9264-12705 
85.575378,-7.5029742,  3-59154551 ,  9660-12705 
263.9209,55.47128,     1-24251 ,  8626-12705 
103.43837,-2.1661595, 3-143519597 ,  8803-12705 
54.41712,62.70905,      27-932 ,  8039-12705 
154.858448521,44.4046813548,    1-586585 ,  8454-12705 
289.0974,42.441788,  7-17459175 ,  9079-12705 
165.276869321,43.0761034755,    1-255958 ,  8255-12705 
286.00453,32.917203,  3-12437287 ,  9122-12705 
340.58806,43.659361,  3-74108227 ,  8697-12705 
228.372167425,42.3302546015,    1-593702 ,  9871-12705 
82.230903,1.2040143,  3-49526294 ,  8902-12705 
192.63344,11.91999,     4-20544 ,  8269-12705 
87.671707,-0.60492248,  3-44027197 ,  8890-12705 
118.074345115,19.5950803976,    1-298111 ,  9497-12705 
321.85396,59.992008,  3-21208979 ,  9664-12705 
85.288261,-9.4064313,  3-63008355 ,  9661-12705 
228.30396347,44.055399,    1-322048 ,  8552-12705 
101.37064,-0.49580125, 3-145159238 ,  8782-12705 
194.790172367,27.867392873,    1-456914 ,  8933-12705 
42.27915,-0.90221,     1-36897 ,  8078-12705 
68.631379,60.591326,   3-5048672 ,  8809-12705 
82.369987,0.88744479,  3-49526673 ,  8901-12705 
194.733135283,27.8334449764,    1-456915 ,  8950-12705 
117.982110064,27.3029716097,    1-604856 ,  8147-12705 
56.643017,68.015122,       51-17 ,  9673-12705 
127.38982,-0.202606,   7-4193226 ,  8795-12705 
202.687758714,32.7605525124,    1-626390 ,  8444-12705 
80.892433,23.343303,  3-15083367 ,  8774-12705 
246.361870034,24.2477520587,    1-295525 ,  9048-12705 
250.12314401,39.2351144868,    1-135810 ,  8601-12705 
298.74744,17.471036,  3-52190871 ,  9975-12705 
25.930513,30.849471,  3-82411826 ,  9291-12705 
261.601970595,53.0145154646,     1-24519 ,  9196-12705 
194.79542,27.945022,        50-5 ,  8953-12705 
240.54234,4.9009795, 3-138981514 ,  8634-12705 
233.940924979,44.8347966393,    1-247382 ,  8551-12705 
206.036124092,26.3489140635,    1-458504 ,  8952-12705 
62.5044541346,-6.66563743164,     1-52578 ,  8158-12705 
72.163974,31.990089,  3-15069156 ,  8666-12705 
201.93108,72.981215,   7-9827421 ,  8913-12705 
321.71659,11.11218,     4-12656 ,  8121-12705 
142.02801,27.21375,      4-2192 ,  8099-12705 
149.970905664,33.1030140593,    1-390054 ,  8944-12705 
67.345968,25.23202,  3-29810796 ,  9287-12705 
135.833415124,40.4647129399,    1-216973 ,  8440-12705 
223.652055801,30.6180119147,    1-373102 ,  9002-12705 
41.4483281377,-0.240915330231,     1-36970 ,  8153-12705 
259.69516,-24.871405, 3-126301855 ,  8556-12705 
171.578059883,21.0962357672,    1-489642 ,  8450-12705 
262.887149833,59.5184192347,     1-25729 ,  8624-12705 
288.99943,47.339918,  7-17134759 ,  9803-12705 
201.105947287,30.9592888955,    1-575232 ,  8322-12705 
197.411496619,45.2692467822,    1-259908 ,  8318-12705 
225.86088,36.638981,  7-11754555 ,  9658-12705 
255.77596,-22.770878, 3-125300963 ,  8557-12705 
141.35021,27.99982,      4-2945 ,  8100-12705 
243.09368,22.221898, 3-149301544 ,  8969-12705 
243.244129321,29.5566051488,    1-269070 ,  9028-12705 
305.21896,58.54228,  3-11692622 ,  8696-12705 
57.659947,23.072402,  3-48479050 ,  8888-12705 
79.596425,24.810274,  3-15080992 ,  9671-12705 
323.12605,11.72194,     4-12834 ,  8122-12705 
60.44173,36.49057,     27-1339 ,  8042-12705 
232.235140189,28.2895513031,    1-549076 ,  9043-12705 
143.40831,47.380153, 3-148801411 ,  9534-12705 
103.50693,-2.1216864, 3-143518772 ,  9467-12705 
286.00436,-10.005418,  7-17310114 ,  9686-12705 
226.77695,35.530651, 3-148270037 ,  9687-12705 
251.458488506,43.8664730917,     1-94696 ,  9026-12705 
214.547722959,44.4742758113,    1-266106 ,  8329-12705 
164.24448,-3.1526627, 3-110047400 ,  8922-12705 
285.99466,41.007318,  7-16907597 ,  9127-12705 
206.242903412,31.0046928008,    1-408028 ,  8985-12705 
104.23971,24.53687,      4-1667 ,  8103-12705 
320.56326,31.6282,  3-62320607 ,  9123-12705 
15.97478,61.71672,      27-821 ,  8035-12705 
172.426419306,48.9701979767,    1-174475 ,  8947-12705 
131.614974049,53.0456399873,     1-47765 ,  8243-12705 
66.960449,40.446459,  7-25619979 ,  8704-12705 
127.027493024,26.9118288966,    1-298906 ,  9510-12705 
288.75943,45.522068,   3-7451318 ,  8672-12705 
196.793914503,34.2980074671,    1-624367 ,  8323-12705 
86.357569,-2.3679227,  3-49529947 ,  8894-12705 
317.943526819,9.27749462963,    1-113469 ,  7972-12705 
114.673017412,45.9436549273,    1-378182 ,  8134-12705 
59.4110385941,-6.27467949195,     1-52259 ,  8728-12705 
260.23397,58.536389, 3-160407479 ,  9007-12705 
298.95834,26.937746,  3-36342488 ,  9118-12705 
332.892838008,11.7959286635,    1-596678 ,  7977-12705 
272.02942,-8.9054487,     3-85599 ,  8638-12705 
164.33215,-3.654786,   7-7607177 ,  8921-12705 
242.682530759,41.1485576864,    1-248233 ,  8313-12705 
225.43248,21.084283,  7-11726587 ,  9010-12705 
166.14563,11.943702,   7-7697458 ,  9065-12705 
147.181830057,44.0814350261,    1-166892 ,  8458-12705 
315.165156968,-0.210295711163,    1-179151 ,  7964-12705 
129.520694425,25.3295052986,    1-585206 ,  9507-12705 
258.65021268,30.7335347099,    1-178130 ,  7960-12705 
7.917108,56.198478,  7-24801867 ,  8703-12705 
148.117076795,42.8191413496,    1-166738 ,  8459-12705 
241.029888829,42.8084936865,    1-210159 ,  9036-12705 
206.88702,-0.38349,     4-20872 ,  8267-12705 
82.628822,-0.664846,  7-26965243 ,  9475-12705 
83.027756,10.198698,  7-26849629 ,  8880-12705 
341.21029,45.896439,  3-70605761 ,  9301-12705 
127.632008288,18.206109898,    1-605282 ,  8241-12705 
294.03433,46.424929,  7-17717498 ,  8674-12705 
127.60994,-0.167375,   7-4217046 ,  8794-12705 
164.77218,10.785032, 3-113701809 ,  9064-12705 
288.20998,-1.3741459,  3-69327564 ,  9977-12705 
5.089141,67.733874,  7-24710793 ,  8700-12705 
279.26622,3.3288624,  3-47457931 ,  8708-12705 
185.498162169,44.1456571735,    1-258631 ,  8262-12705 
209.63164,33.82517, 3-139691004 ,  9777-12705 
117.43049,67.140316, 3-158956642 ,  9515-12705 
81.882258,11.320566,  7-26878903 ,  8886-12705 
123.721780239,45.7920218848,     1-45606 ,  9487-12705 
159.95078,24.118553, 3-123744415 ,  8889-12705 
57.2430385686,-1.14483137368,    1-229010 ,  8086-12705 
311.455974655,0.674765395953,    1-190560 ,  8623-12705 
164.626414616,44.0434263709,    1-256131 ,  8254-12705 
254.39542133,62.8724834807,     1-22942 ,  7992-12705 
132.18246,11.65052,      4-4038 ,  8115-12705 
222.146717119,51.3855754913,    1-576333 ,  8592-12705 
243.86672,51.803245,  7-12809034 ,  8966-12705 
271.171,-9.748949,  3-57552276 ,  8667-12705 
281.96512,-25.496077,  3-96032445 ,  9074-12705 
147.23785259,33.04326995,    1-606079 ,  8150-12705 
335.2068,51.002929,  3-51874305 ,  9535-12705 
70.04102,24.21572,  3-27667942 ,  9288-12705 
165.391530621,45.6538679753,    1-277279 ,  8993-12705 
289.21482,46.322743,  7-17408370 ,  8671-12705 
121.131993204,39.9385738013,     1-72209 ,  9182-12705 
222.5227,-6.728151, 3-116268826 ,  9015-12705 
235.023897879,28.0804506595,    1-316865 ,  9042-12705 
211.034866443,52.0748820269,    1-196861 ,  8309-12705 
274.00611,-4.7315169,  3-53542136 ,  9114-12705 
246.259590618,30.1101440207,    1-272575 ,  9025-12705 
231.93420602,43.0690416203,    1-199283 ,  9870-12705 
294.25473,41.760948,  3-12470164 , 10011-12705 
324.54627,59.398881,  3-24523448 ,  9292-12705 
121.566720115,46.2886334885,     1-44637 ,  8719-12705 
296.20986,42.186216,  7-18123661 , 10010-12705 
274.39693,-5.589263,  3-55529447 ,  9113-12705 
216.42194,57.702083, 3-152744940 ,  8962-12705 
180.172706776,43.3546289934,    1-281234 ,  8259-12705 
172.492084431,52.1831218423,    1-149686 ,  8996-12705 
192.63344,11.91999,     4-20544 ,  8268-12705 
297.14722,43.077287,  7-18146392 ,  9129-12705 
95.125701,-4.660278,  7-28751091 ,  8812-12705 
286.68486,38.091081,   3-9279128 ,  8676-12705 
37.195194,62.538529,  7-23288469 ,  9248-12705 
118.598785742,38.6705561228,     1-71939 ,  8713-12705 
145.443221426,46.9738383647,    1-138021 ,  8252-12705 
95.544259,-3.9883722, 3-145889941 ,  8707-12705 
330.27642,46.368314,  3-54369579 ,  9261-12705 
226.69474,21.249966, 3-142063714 ,  9066-12705 
76.1004,22.13635,     27-1602 ,  8046-12705 
166.014205374,49.8216247532,    1-173872 ,  8948-12705 
53.5649118233,-1.18229114429,    1-202100 ,  8155-12705 
120.660864187,48.5391937884,    1-548200 ,  8567-12705 
121.779937488,36.2334785413,    1-153627 ,  9485-12705 
195.033875,27.977,        50-1 ,  8480-12705 
292.8997,37.659273,  3-14224086 ,  8560-12705 
235.410126062,48.2740168259,    1-209111 ,  8485-12705 
45.598159228,0.97929394383,     1-37547 ,  8154-12705 
247.677745207,25.9995834401,    1-270107 ,  9047-12705 
140.39879069,43.2572462761,    1-147394 ,  8250-12705 
150.59889,25.597916,   7-6441694 ,  9663-12705 
261.36903,57.921267,  7-14762598 ,  9071-12705 
333.8329,42.272098,  3-66715933 ,  8679-12705 
291.91062,-0.452907,  7-17548152 ,  9126-12705 
191.4616,-2.9060782, 3-109454572 ,  9013-12705 
297.14791,11.147315,  7-18143552 ,  9294-12705 
230.07951,32.52662,    1-263495 ,  9039-12705 
37.806788,60.037427,  3-21750703 ,  9245-12705 
123.150217943,52.734220452,    1-352114 ,  8716-12705 
54.7941,0.30815533,  3-90367961 ,  9520-12705 
138.935541667,44.2360887374,    1-137853 ,  8249-12705 
351.89241,51.915961,  3-70620969 ,  9303-12705 
81.399454,-2.934802,  7-27189284 ,  9479-12705 
313.64713,56.189563,  3-19005031 ,  9124-12705 
261.115608768,56.2960102323,     1-25937 ,  7991-12705 
76.1004,22.13635,     27-1602 ,  8047-12705 
104.50685,23.578,     27-1718 ,  8049-12705 
216.75986,39.95721,    1-251686 ,  8335-12705 
121.521828696,44.6201422805,     1-45036 ,  8718-12705 
223.8182,-7.589415, 3-116417820 ,  8968-12705 
316.4919,55.900441,  7-20428833 ,  9299-12705 
177.577,1.77599,     27-1858 ,  8052-12705 
209.63164,33.82517, 3-139691004 ,  9683-12705 
313.90077,62.856778,  3-13102966 ,  8698-12705 
160.32781,38.463825, 3-135627933 ,  9516-12705 
223.16485,-8.00579,  7-11293651 ,  8923-12705 
81.02458,24.27831,     4-14203 ,  8118-12705 
255.99178,10.84649, 3-149292276 ,  9680-12705 
294.98573,45.842046,  7-17762348 ,  9304-12705 
240.24687,54.73081,     1-91762 ,  8481-12705 
123.215342993,19.6355146802,    1-412544 ,  9490-12705 
206.29537,-0.49258104, 3-113005845 ,  9684-12705 
227.01149,35.329276, 3-148269998 ,  9773-12705 
121.489983291,41.1481156278,     1-72339 ,  8143-12705 
314.36473,34.897122,  3-48249145 ,  8688-12705 
145.597387992,36.349709503,    1-606005 ,  8462-12705 
194.96491,27.976839,        50-3 ,  9051-12705 
286.68268,45.209373,  7-17164063 ,  9860-12705 
243.583216254,22.2661043866,    1-376608 ,  9095-12705 
11.203608,41.683889,       52-21 ,  9678-12705 
260.83588,56.464814, 3-160406398 ,  9072-12705 
357.651747574,-1.12808991462,     1-29799 ,  8655-12705 
136.782562791,28.3160766512,    1-605640 ,  8987-12705 
50.1789838473,-1.10865356255,    1-604039 ,  8083-12705 
289.59478,41.236525,  7-17385440 , 10012-12705 
203.162313326,25.4411699502,    1-626533 ,  8982-12705 
199.377441982,31.0926945393,    1-591588 ,  8442-12705 
177.24667,0.029475925, 3-108837212 ,  8930-12705 
102.33992,-4.86125,    7-349128 ,  8907-12705 
167.24018,10.58708,   7-7738976 ,  9682-12705 
136.75137451,57.4514369241,     1-55784 , 10001-12705 
19.489978,84.65049,   3-2484924 ,  9084-12705 
65.519874,18.038066,  7-25769889 ,  8777-12705 
298.55509,46.491598,  7-18468056 ,  9022-12705 
235.463882446,55.4678535461,     1-90901 ,  8553-12705 
132.91494,11.703013, 3-134734870 ,  8974-12705 
206.95909,-1.1469015, 3-112897886 ,  9685-12705 
337.94733,65.704062,  3-24068365 ,  9262-12705 
118.053214402,28.7725795647,    1-201561 ,  8146-12705 
120.796457799,19.2597352811,    1-382748 ,  9491-12705 
298.1092,46.452857,  7-18403741 ,  9023-12705 
202.128436403,47.7140384144,    1-234618 ,  8319-12705 
16.490643,2.2696998, 3-104594213 ,  8661-12705 
178.90103,18.44794,   7-8302194 ,  9019-12705 
283.35797,43.1546,   3-4783724 ,  8673-12705 
67.04478,17.891364,  7-25632084 ,  8776-12705 
298.22138,40.26412,      4-8999 ,  8109-12705 
132.01743,13.025134, 3-136753284 ,  8973-12705 
236.901377571,26.0637670424,    1-375695 ,  9888-12705 
12.93396,-12.68932, 3-106154273 ,  8659-12705 
246.230936349,41.9002554629,    1-134716 ,  8600-12705 
208.62271,31.806997, 3-137518763 ,  9544-12705 
152.48485,25.042607, 3-130323918 ,  9691-12705 
131.96736,12.446786,   7-5061347 ,  8975-12705 
254.86082,-21.864314, 3-125305632 ,  8558-12705 
195.79623,41.91756,       4-826 ,  8098-12705 
291.67403,29.659434,  7-17387966 ,  9306-12705 
225.86088,36.638981,  7-11754555 ,  9688-12705 
143.78394,47.205523,   7-5632717 ,  9729-12705 
179.04704,18.57369,   7-8311993 ,  8801-12705 
100.53024,5.4451,     27-1790 ,  8050-12705 
184.932610187,35.5070215867,    1-401919 ,  8554-12705 
113.747217977,43.4725190638,    1-377841 ,  8133-12705 
209.41831,33.44585, 3-139231965 ,  9725-12705 
83.174406,10.236465,  7-26894493 ,  8879-12705 
291.971,37.5927,     4-11105 ,  8111-12705 
127.05726,-0.99780402,   7-4213970 ,  8925-12705 
235.92048814,39.5403571158,    1-322787 ,  8315-12705 
283.71317,47.685979,  7-16851085 ,  8668-12705 
240.66847,5.9134259, 3-139907354 ,  9807-12705 
164.36154,-3.6839601, 3-109942528 ,  8960-12705 
322.55131,50.79636,      27-194 ,  7996-12705 
84.47601,31.90622,     27-1476 ,  8044-12705 
244.329704001,41.4367665237,    1-569155 ,  8979-12705 
228.35149,66.85997,     4-16394 ,  8271-12705 
86.592042,15.186576,  3-18760412 ,  8805-12705 
115.443139987,37.6155355534,     1-43497 ,  8135-12705 
234.031337326,41.4919184761,    1-322586 ,  9872-12705 
206.88702,-0.38349,     4-20872 ,  8581-12705 
247.714769446,39.9896624805,    1-135500 ,  9869-12705 
205.373570269,23.1669644206,    1-523085 ,  9881-12705 
345.70534,58.55299,      27-208 ,  7999-12705 
276.81906,3.8549301,  3-42267115 ,  9801-12705 
143.68663,54.842313,   7-5852711 ,  9540-12705 
198.236315095,47.4566280096,    1-285004 ,  8465-12705 
56.642996,68.023192,       51-51 ,  9675-12705 
127.580820546,45.0758652965,     1-72914 ,  8725-12705 
219.32559,49.636661, 3-150558622 ,  9006-12705 
257.630659313,35.5067353239,    1-547159 ,  7957-12705 
118.36085,29.35946,    1-604864 ,  8937-12705 
192.50627,-3.2056336, 3-109545248 ,  8916-12705 
218.23785,49.195322, 3-150059420 ,  9005-12705 
15.61433,61.52003,      27-838 ,  8036-12705 
67.00549,48.94473,     27-1178 ,  8041-12705 
282.9838,48.108965,  7-16558502 ,  8669-12705 
87.640025,9.8745843,  3-25157947 ,  9482-12705 
