Objra,Objdec,mangaid,plateifu
322.52447,12.020117,  7-20864416 ,   9305-3701 
194.149776054,27.7188205933,    1-456773 ,   8935-3701 
194.480465152,42.9372869668,    1-284174 ,   8317-3701 
192.1877,41.62193,       4-151 ,   8264-3701 
199.213139725,31.5811383944,    1-591580 ,   8442-3701 
198.44229,71.481757, 3-155213937 ,   9067-3701 
313.01655,36.029924,  3-44342568 ,   8688-3701 
177.99753,18.730214, 3-112405549 ,   8802-3701 
293.91135,44.560332,  7-17839344 ,   9304-3701 
117.061131369,39.0457307331,     1-43584 ,   8713-3701 
166.23598,11.835918, 3-113585095 ,   9682-3701 
164.759,10.466941, 3-113585414 ,   9672-3701 
179.36826,18.546758, 3-111957484 ,   9019-3701 
117.104737946,27.5752477768,    1-556583 ,   8145-3701 
55.5922982029,-0.583196462725,     1-38819 ,   8156-3701 
295.10517,42.917392,  7-18036378 ,   9129-3701 
114.181151762,31.4764938179,     1-71113 ,   8139-3701 
59.69174,35.87822,     27-1327 ,   8042-3701 
204.111415015,43.0150799233,    1-575738 ,   8331-3701 
172.710872121,52.2077083462,    1-149683 ,   8996-3701 
109.45419,2.3063686, 3-143167227 ,   9530-3701 
313.20927,55.268568,  3-19419999 ,   9298-3701 
250.162666154,43.3460878581,     1-94584 ,   9026-3701 
51.82045,49.467828,  7-24546418 ,   9662-3701 
158.95983,25.187905, 3-125353259 ,   8959-3701 
174.22898196,52.074745143,    1-149720 ,   8991-3701 
255.134051842,32.6707694455,    1-594855 ,   9883-3701 
225.07035,36.589274, 3-148006985 ,   9772-3701 
167.509279042,21.9821746509,    1-488526 ,   8449-3701 
158.66009,38.876908, 3-137275222 ,   9690-3701 
252.291995336,38.9389645227,     1-94977 ,   8612-3701 
50.1713758746,-1.17610455905,     1-37996 ,   8082-3701 
316.07684,54.326781,  3-23554387 ,   9299-3701 
81.750702,10.400784,  7-27082372 ,   8887-3701 
120.836149035,48.5884299309,    1-351470 ,   8720-3701 
126.3852,-0.08472184, 3-128276197 ,   8924-3701 
81.485004,-1.953896,  7-26815384 ,   9476-3701 
56.430043,24.519727,  3-47946240 ,   9257-3701 
176.61123,1.80251,     27-1871 ,   8052-3701 
12.94443,39.57127,     4-15444 ,   8114-3701 
199.13987,70.642611,   7-9486275 ,   9012-3701 
122.070642314,25.425819657,    1-229940 ,   9509-3701 
348.67401,41.667198,  7-22690684 ,   8687-3701 
116.364316267,18.1286260397,    1-297987 ,   9492-3701 
177.90057,18.864808,   7-8302153 ,   8801-3701 
285.3283,41.72647,  7-16839378 ,   9127-3701 
120.13796332,39.8400600817,    1-604915 ,   9182-3701 
316.214011549,0.632260258808,    1-179289 ,   7964-3701 
287.99997,46.121953,  7-17240466 ,   8671-3701 
247.279961727,39.4957288705,    1-210728 ,   8604-3701 
296.30004,42.679883,  7-18132690 ,   9130-3701 
162.24833,-3.449403,   7-7381907 ,   8961-3701 
126.617107942,20.7219144456,    1-384097 ,   9488-3701 
103.49299,23.69207,     27-1732 ,   8049-3701 
336.28451,49.248349,  3-56379456 ,   9535-3701 
10.230169,84.883383,   3-2780352 ,   9083-3701 
156.193566849,46.4560652324,    1-608874 ,   8452-3701 
136.249888208,28.3477202508,    1-386605 ,   8987-3701 
280.84875,-26.006746,  7-16708911 ,   9074-3701 
162.225,-2.354961,   7-7449566 ,   8922-3701 
291.49198,37.18364,     4-10693 ,   8111-3701 
208.55202,32.496792,  7-10380906 ,   9544-3701 
214.422103097,45.4658215702,    1-235530 ,   8326-3701 
114.002145323,39.2335378738,     1-43241 ,   8135-3701 
12.9745,62.96318,      27-836 ,   8035-3701 
132.116344602,54.9529050508,     1-47511 ,   8721-3701 
81.084185,3.5334403,  3-46857396 ,   8906-3701 
217.90577,51.144528,  7-10926273 ,   9063-3701 
144.516003237,42.9743220132,    1-166613 ,   8461-3701 
142.3737,54.401195,   7-5630217 ,   8911-3701 
83.227904,-0.49070238,  3-50520671 ,   9472-3701 
213.432186232,43.6624813137,    1-569225 ,   8329-3701 
224.55261,21.790669, 3-141260761 ,   8914-3701 
84.42318,33.31619,     27-1445 ,   8044-3701 
164.497127195,40.8279722463,    1-277161 ,   8256-3701 
313.50673,56.003263,  3-19004596 ,   9124-3701 
83.970439,-0.0095158585,  3-49018505 ,   9474-3701 
132.65276,11.815358,   7-4735168 ,   8975-3701 
118.805221904,52.8470892414,    1-379261 ,   8711-3701 
126.859991981,23.5687748517,    1-556703 ,   9502-3701 
226.518322506,46.3355093377,    1-198706 ,   9034-3701 
349.44256,52.77392,  3-65090683 ,   9303-3701 
155.77244,13.92008,     4-13337 ,   8120-3701 
176.61123,1.80251,     27-1871 ,   8051-3701 
52.7789268292,-0.915973761209,     1-38612 ,   8155-3701 
84.9266,-3.1453299,  3-52509295 ,   8895-3701 
44.7356492529,-0.766114112307,     1-37126 ,   8154-3701 
223.02135,-7.590759,  7-11419434 ,   8968-3701 
278.62648,2.6743668,  7-16419655 ,   9801-3701 
74.93917,21.17575,     27-1616 ,   8047-3701 
94.24471,45.00675,       4-925 ,   8102-3701 
6.774105,56.25463,  7-24925956 ,   8702-3701 
27.4754569786,13.1266326534,     1-42707 ,   9195-3701 
288.35577,45.867326,  7-17088408 ,   8672-3701 
125.361695991,24.453072081,    1-298715 ,   8939-3701 
120.206409426,44.6911704889,     1-44113 ,   8718-3701 
240.70031,5.7065328, 3-139680744 ,   8640-3701 
85.14962,32.43783,     27-1483 ,   8045-3701 
248.348667665,24.7765778521,    1-295095 ,   9049-3701 
138.968616475,42.4015162608,    1-217304 ,   8250-3701 
136.671423992,41.3651069434,    1-585433 ,   8247-3701 
165.80965,12.040707, 3-113819271 ,   9064-3701 
141.74986,48.172475, 3-149693464 ,   9780-3701 
352.82972,40.651421,  7-22895601 ,   9260-3701 
141.74986,48.172475, 3-149693464 ,   9727-3701 
226.05624,21.920758, 3-142063900 ,   8915-3701 
38.386253,27.758525,  3-70131444 ,   8807-3701 
287.57231,-1.2484522,  7-17292892 ,   9977-3701 
64.21372,28.037614,  3-30336155 ,   9258-3701 
164.404725025,45.6344344,    1-277317 ,   8993-3701 
226.07779,35.328891,  7-11739508 ,   9688-3701 
69.86631,24.034643,  7-25790475 ,   9288-3701 
216.58025,50.230804,  7-10954230 ,   9668-3701 
183.007901999,35.4043988775,    1-419380 ,   8554-3701 
217.60067303,40.010457027,    1-252049 ,   8335-3701 
193.5609,40.88169,         4-6 ,   8098-3701 
113.3246,4.0413779, 3-142286914 ,   9532-3701 
194.150132766,26.9047730939,    1-456757 ,   8480-3701 
82.798931,10.017553,  7-27085239 ,   8880-3701 
112.644838061,42.3290588306,    1-377471 ,   8132-3701 
294.93031,43.729124,  7-17713881 ,  10010-3701 
247.361542684,38.4194026484,    1-211264 ,   8602-3701 
322.213310988,-1.07011823351,    1-180204 ,   7968-3701 
313.63965,34.770619,  7-19942663 ,   8689-3701 
85.675721,9.5864377,  3-28769882 ,   9482-3701 
165.083388621,42.3300267282,    1-255676 ,   8451-3701 
126.332735526,17.4820439484,    1-460293 ,   8241-3701 
296.87674,46.587744,  7-18109090 ,   9022-3701 
119.532034412,36.8312692846,    1-121789 ,   9485-3701 
118.10650806,47.7779786348,    1-351566 ,   8567-3701 
224.25536,21.246268,  7-11327163 ,   9980-3701 
259.54335,56.395782, 3-160176637 ,   9072-3701 
221.84108,-7.8078688, 3-115398949 ,   8923-3701 
291.39598,0.36895202,  7-17570334 ,   8695-3701 
125.274144808,45.8483146878,     1-45520 ,   8725-3701 
81.729027,11.613384,  7-26856990 ,   8886-3701 
281.60176,42.524773,  7-16524149 ,   8673-3701 
243.06489,50.448948, 3-156746497 ,   8966-3701 
10.230169,84.883383,   3-2780352 ,   9084-3701 
117.116000945,28.8926618679,    1-201317 ,   8146-3701 
57.1202120356,-0.684402682702,    1-229017 ,   8086-3701 
233.231957146,42.4382571042,    1-633000 ,   9872-3701 
58.390991,24.105192,  7-25036315 ,   8781-3701 
84.763906,-11.031272,  53-1342794 ,   9676-3701 
202.289468822,25.7571417094,    1-457523 ,   8982-3701 
132.38439439,50.8741273066,     1-73651 ,   8244-3701 
50.9703533741,-0.442532515958,     1-38379 ,   8085-3701 
291.81671,-0.040372007,  7-17419322 ,   9126-3701 
117.364038937,45.5329185307,    1-339120 ,   8714-3701 
238.105616365,53.7328284758,     1-91417 ,   8481-3701 
229.138361299,32.2439358099,    1-262966 ,   9039-3701 
131.93912,10.605564, 3-134735673 ,   8974-3701 
151.49484,25.021361, 3-131370358 ,   9663-3701 
190.38024,-3.1247156, 3-109320019 ,   9013-3701 
242.280313624,21.867727614,    1-376285 ,   9095-3701 
199.3225054,47.3420135692,    1-285065 ,   8319-3701 
163.501331325,44.4703730854,    1-276544 ,   8254-3701 
315.40177,55.404226,  3-21659987 ,   8677-3701 
204.84359,-0.28185854, 3-112591633 ,   9684-3701 
239.27154,5.3814662, 3-138495292 ,   9807-3701 
57.050938,68.441033,       51-20 ,   9674-3701 
297.49836,48.152302,  7-18148752 ,   9023-3701 
208.81386,33.297805, 3-138749100 ,   9777-3701 
313.91413,64.098053,  3-12256716 ,   8698-3701 
64.387655,18.239239,  7-25515366 ,   8777-3701 
131.00999,10.76603,      4-3427 ,   8115-3701 
117.924465862,33.7528784353,    1-121375 ,   8977-3701 
47.122472,48.373797,  7-24285473 ,   8681-3701 
329.91693,53.970481,  7-21456781 ,   8690-3701 
163.21868,48.337083, 3-142072393 ,   9804-3701 
208.81386,33.297805, 3-138749100 ,   9683-3701 
121.547647455,53.1473631033,    1-605012 ,   8716-3701 
51.1330001065,-1.2561155522,    1-202131 ,   8084-3701 
311.13284,64.347631,  7-19926941 ,   9263-3701 
290.06165,37.350299,  3-12176956 ,   9133-3701 
192.788440765,27.4067939455,    1-456434 ,   8931-3701 
284.89306,-9.8666429,  3-78799596 ,   9110-3701 
158.49302,24.45473, 3-125091470 ,   8889-3701 
158.67449,39.411498, 3-137524534 ,   9516-3701 
64.515616,17.767697,  7-25434434 ,   8776-3701 
259.874577274,55.43295833,     1-25819 ,   7991-3701 
50.1997928211,0.185604406926,     1-38189 ,   8083-3701 
119.106581421,17.9740538756,    1-382711 ,   9491-3701 
251.27746,-1.7202791, 3-140807232 ,   9009-3701 
320.56373,50.32572,      27-139 ,   7995-3701 
117.547457668,34.4152997422,    1-584637 ,   8717-3701 
117.310556938,28.6115938934,    1-604841 ,   8937-3701 
136.68645847,44.2609809065,    1-137801 ,   8249-3701 
246.480738698,25.4116065643,    1-295343 ,   9047-3701 
252.170749159,63.4791984597,     1-22347 ,   7992-3701 
37.878837,61.587202,  7-23334984 ,   9245-3701 
15.147726,1.9796563, 3-104779730 ,   8661-3701 
184.76431569,46.1067989528,    1-282106 ,   8263-3701 
119.120000702,50.2878655047,    1-378770 ,   8715-3701 
99.015406,22.979391, 3-155445324 ,   8804-3701 
235.540149707,28.2569582583,    1-316933 ,   9041-3701 
141.24178,46.737828, 3-149317064 ,   9692-3701 
3.551305,69.411384,    7-232030 ,   8700-3701 
146.27343073,45.5870370554,    1-217500 ,   8458-3701 
77.45752,24.916377,  7-26337148 ,   9671-3701 
316.541566803,10.3454195236,    1-113379 ,   7972-3701 
286.38957,39.765158,   3-7878524 ,   8676-3701 
84.456302,14.740811,  7-26855061 ,   8805-3701 
176.77708,0.08525999,     4-19552 ,   8270-3701 
92.50269,44.07796,      4-1543 ,   8101-3701 
235.709491246,38.2238412017,    1-322679 ,   8315-3701 
191.28173,11.20763,     4-20282 ,   8268-3701 
179.524861376,44.4254441378,    1-257999 ,   8259-3701 
132.039141894,24.8427702449,    1-385637 ,   9500-3701 
65.353356,60.402035,   3-6260819 ,   8680-3701 
321.00791167,-0.366323610281,    1-550901 ,   8615-3701 
119.667910183,37.2651193051,    1-121784 ,   9181-3701 
125.6327,-0.21407216, 3-128555901 ,   8925-3701 
285.43581,45.434337,  7-16803016 ,   9860-3701 
175.291039215,54.9778426641,    1-188756 ,   8995-3701 
215.96133,57.403258, 3-152511367 ,   8962-3701 
164.759,10.466941, 3-113585414 ,   9065-3701 
277.0481,3.7966802,  3-42869943 ,   8708-3701 
356.751827964,-0.447387404322,     1-29512 ,   8655-3701 
96.000192,-5.633042,  7-28600627 ,   8812-3701 
254.95157,-21.723098, 3-125565189 ,   8558-3701 
293.95179,46.625002,  7-17750677 ,   8674-3701 
151.49484,25.021361, 3-131370358 ,   9669-3701 
284.96846,-10.749891,  3-80099807 ,   9686-3701 
328.80308,45.686592,  3-53359588 ,   9261-3701 
193.34973,42.154593, 3-133045582 ,   8797-3701 
81.365177,3.1737495,  3-46857874 ,   8905-3701 
120.251175945,24.6398738943,    1-218077 ,   8940-3701 
353.84646,48.17572,      27-500 ,   7998-3701 
78.434185,24.378969,  3-16457113 ,   8815-3701 
162.90359,-3.683787,   7-7571484 ,   8921-3701 
85.95352,-0.38665798,  3-46306553 ,   8893-3701 
254.054373844,33.590584195,    1-176422 ,   8613-3701 
95.530389,-4.130861,  7-28719896 ,   8707-3701 
190.54127,-3.6733078, 3-109232223 ,   9014-3701 
243.08708,51.980852, 3-156918049 ,   8967-3701 
226.52599,37.429132, 3-148921726 ,   9687-3701 
37.864584,61.556287,  7-23422676 ,   9248-3701 
224.69043,21.774287,  7-11544723 ,   9066-3701 
290.13763,37.932201,  3-11903387 ,   8631-3701 
122.907428021,27.5382224703,    1-218324 ,   8942-3701 
162.46646,-3.873119,   7-7408599 ,   8960-3701 
294.3237,49.526892,  7-17865487 ,   9021-3701 
194.02549,27.67798,    1-456772 ,   8934-3701 
224.75325,66.57719,     4-16792 ,   8271-3701 
140.08917,47.8173, 3-150067507 ,   9534-3701 
85.527333,-3.415633,  3-52509482 ,   8894-3701 
178.52632,34.222405,   7-8318246 ,   8799-3701 
115.14779,66.823204, 3-159114905 ,   9515-3701 
183.578982171,43.5352793132,    1-258306 ,   8262-3701 
284.92759,-11.089853,  3-80522777 ,   9111-3701 
128.222091679,25.6059480444,    1-384690 ,   9507-3701 
229.795587153,43.2045562882,    1-322291 ,   9870-3701 
146.785813609,43.5104758987,    1-166932 ,   8459-3701 
291.3765,0.39536099,  7-17547906 ,   8694-3701 
260.58201,58.407074,  7-14671382 ,   9007-3701 
203.777234063,22.6618333429,    1-519412 ,   8311-3701 
272.85239,-5.0172379,  3-52022442 ,   9114-3701 
216.94376,50.736506,  7-10974020 ,   9005-3701 
277.17241,2.8449158,  3-44637489 ,   9120-3701 
204.82718,-0.09272,     4-20967 ,   8267-3701 
239.113568186,42.1011405811,    1-248003 ,   9036-3701 
208.605182911,53.4599777995,    1-196753 ,   8309-3701 
126.755857347,21.7067520534,    1-384400 ,   9494-3701 
232.754660549,28.8815519409,    1-632935 ,   9042-3701 
207.644388683,38.7517119128,    1-405229 ,   8447-3701 
213.887197194,50.1810346759,    1-197166 ,   9864-3701 
132.465646765,57.1437279024,     1-48111 ,  10001-3701 
7.399662,55.307186,  7-24796536 ,   8703-3701 
24.749279,-18.582225, 3-105879654 ,   8660-3701 
124.225833893,45.2631016952,     1-45187 ,   9487-3701 
47.528362637,-0.468033748749,     1-37744 ,   8080-3701 
345.94487,58.7913,      27-223 ,   7999-3701 
221.62202,-7.4099642, 3-115541542 ,   9015-3701 
232.87244695,47.8456703769,    1-247348 ,   8485-3701 
271.67355,-8.8617716,  3-57031268 ,   8667-3701 
191.6949,-2.5881416, 3-109545524 ,   8916-3701 
245.454365212,47.0521180262,     1-93375 ,   8483-3701 
194.605508477,27.199996841,    1-456710 ,   9876-3701 
209.56236,32.615057,  7-10363292 ,   9725-3701 
166.248455461,50.3821335596,    1-612565 ,   8948-3701 
176.35753,0.91354913, 3-109069581 ,   8930-3701 
310.450014189,-0.468315984158,    1-178782 ,   8623-3701 
220.853123374,52.614527085,    1-246203 ,   8592-3701 
113.326608857,46.3481928774,    1-378237 ,   8134-3701 
165.570030751,44.33518369,    1-256182 ,   8258-3701 
234.462881856,43.5012803886,    1-199415 ,   9037-3701 
257.085762619,31.7469152793,    1-177493 ,   7960-3701 
208.55202,32.496792,  7-10380906 ,   8912-3701 
280.40538,-25.36379,  3-94670520 ,   9075-3701 
126.78638,-1.117764,   7-4325137 ,   8794-3701 
176.77708,0.085259997,     4-19552 ,   8265-3701 
121.334138491,46.7165300829,    1-548190 ,   8719-3701 
223.636455717,42.3854436555,    1-235983 ,   8980-3701 
321.44737,59.612989,  3-21207701 ,   9292-3701 
82.785741,-0.94708415,  3-52006083 ,   9475-3701 
115.740268908,22.046292825,    1-217617 ,   8726-3701 
291.72867,41.117888,  7-17378446 ,  10011-3701 
142.38718,54.7367,   7-5678057 ,   9689-3701 
295.55738,40.15112,      4-9195 ,   8110-3701 
332.203447059,13.3647373417,    1-115097 ,   7977-3701 
340.33092,44.16428,  3-72600696 ,   9301-3701 
260.616380035,57.1640553041,     1-23894 ,   7990-3701 
86.321248,41.640489,  7-27384105 ,   8814-3701 
164.497127195,40.8279722463,    1-277161 ,   8274-3701 
179.08373,34.708946, 3-118387003 ,   8798-3701 
154.636163224,36.26215187,    1-392010 ,   8568-3701 
81.246451,3.3115478,  3-46857854 ,   8904-3701 
132.00199,10.776469, 3-134735582 ,   8972-3701 
8.80267,57.10342,      27-786 ,   8034-3701 
247.853912837,39.6929341563,    1-211098 ,   8601-3701 
171.725450104,21.2952520296,    1-489644 ,   8450-3701 
205.90955,-1.409468,  7-10358517 ,   9685-3701 
195.084041611,27.8435050855,    1-456635 ,   8949-3701 
261.346639144,58.8227350105,    1-595204 ,   8624-3701 
2.9171491,84.598531,   3-3407677 ,   9264-3701 
291.70035,28.93589,  3-22411892 ,   9306-3701 
206.514715269,22.1188427337,    1-519738 ,   8320-3701 
259.88249,58.5746,  7-14591842 ,   9008-3701 
119.898434811,53.1002139368,    1-379375 ,   8712-3701 
152.13687,24.785352, 3-130324009 ,   9691-3701 
100.43967,-0.76118241, 3-145449702 ,   8782-3701 
240.12646,5.5067376, 3-139221734 ,   8634-3701 
46.657411,47.755421,  7-24266518 ,   8808-3701 
288.79763,45.93323,  7-17133364 ,   9803-3701 
29.730695,-3.4824028, 3-103786965 ,   8806-3701 
115.315592178,29.1346497684,    1-152675 ,   8144-3701 
112.079253021,43.3021184405,    1-377686 ,   8133-3701 
259.673834972,27.9410605198,    1-178473 ,   9085-3701 
82.783905,-6.9061316,  3-62469423 ,   9659-3701 
258.656838948,57.3054170144,     1-23951 ,   8625-3701 
228.023242349,30.8398353184,    1-315134 ,   9045-3701 
284.36086,16.68955,  7-17043771 ,   9295-3701 
82.944267,10.138089,  7-26879635 ,   8879-3701 
41.4931915999,-0.449181093753,     1-36977 ,   8077-3701 
341.72842,23.653765,  3-98238457 ,   8658-3701 
54.562804,62.573774,   3-9633675 ,   8810-3701 
205.34721,-0.97010001,     4-20888 ,   8266-3701 
324.152525127,10.5067325085,    1-114082 ,   7975-3701 
86.031905,-0.9965958,  3-47422547 ,   8892-3701 
320.49428,60.195091,  7-20942310 ,   9664-3701 
240.70031,5.7065328, 3-139680744 ,   8635-3701 
270.18068,-8.6666544,     3-15400 ,   8637-3701 
245.912437896,41.834008415,    1-134737 ,   8600-3701 
241.253120982,26.7464514128,    1-265704 ,   9088-3701 
99.36468,23.11988,     27-1665 ,   8048-3701 
274.9883,-3.828646,  3-53547523 ,   9115-3701 
57.050938,68.441033,        51-3 ,   9673-3701 
143.042751427,36.8271433682,    1-232397 ,   8462-3701 
141.5744,27.35697,      4-2086 ,   8100-3701 
79.720271,-2.687878,  7-26534689 ,   9478-3701 
25.122985,30.424016,  3-84191992 ,   9291-3701 
282.02414,47.928173,  7-16654741 ,   8668-3701 
57.050938,68.441033,       51-37 ,   9675-3701 
290.16413,-30.004933, 3-101663533 ,   9099-3701 
83.547435,-7.4064947,  3-62470118 ,   9660-3701 
284.06459,15.739539,  3-32029290 ,   9004-3701 
262.676367224,56.6393873391,     1-24295 ,   8626-3701 
113.77263,3.6659725, 3-141702967 ,   9531-3701 
12.760858,41.842392,       52-16 ,   9678-3701 
157.273613205,35.9751519965,    1-392636 ,   8943-3701 
118.393688425,44.0954269232,     1-44180 ,   8141-3701 
13.79138,62.26664,      27-852 ,   8036-3701 
114.12179,65.223309, 3-159037305 ,   9666-3701 
317.918280237,9.34565198917,    1-113468 ,   7815-3701 
222.834577626,46.684999005,    1-321684 ,   9033-3701 
141.24178,46.737828, 3-149317064 ,   9729-3701 
151.06856,25.324154, 3-132054715 ,   9681-3701 
156.498316115,42.5272945428,    1-254394 ,   8253-3701 
247.41317495,44.2826981778,     1-93861 ,   8484-3701 
338.9031,45.23161,  3-68402441 ,   8697-3701 
92.326952,-7.677234, 3-145470443 ,   8908-3701 
59.354152,24.156461,  3-44001898 ,   8780-3701 
247.31877318,39.4010368861,    1-210731 ,   8603-3701 
191.08786,-2.0023783, 3-109545694 ,   8917-3701 
243.936009926,22.7260102172,    1-318279 ,   9050-3701 
254.22338,10.868717,  7-13641743 ,   9858-3701 
199.066481776,30.264531572,    1-419028 ,   8322-3701 
196.853735473,44.9366920033,    1-259893 ,   8318-3701 
2.917149,84.598531,   3-3407677 ,   9069-3701 
84.243555,-2.1473694,  3-52007758 ,   8898-3701 
20.84825,2.193202,  7-10022668 ,   8683-3701 
222.833618691,30.6638343718,    1-373175 ,   9002-3701 
244.964231338,24.5797856066,    1-295887 ,   9048-3701 
224.835531726,47.5670512067,    1-197867 ,   8597-3701 
273.37181,-5.3169317,  3-53536629 ,   9112-3701 
79.066958,24.711559,  3-15414728 ,   8774-3701 
59.764442,35.916023,  7-24947066 ,   8665-3701 
194.826188526,26.8898280762,    1-456305 ,   8950-3701 
141.460052772,49.3298551231,    1-605863 ,   8439-3701 
40.35904,36.43766,     4-15038 ,   8113-3701 
241.902437336,44.4481820937,    1-210231 ,   8549-3701 
218.89725411,50.1899817586,    1-197534 ,   8595-3701 
248.140561423,39.1310206842,    1-210700 ,   8588-3701 
330.40917,54.694227,  7-21820864 ,   8692-3701 
10.154016,33.115146,   7-1089567 ,   8684-3701 
155.274684681,44.3777039322,    1-254546 ,   8454-3701 
83.447186,-6.011352,  7-26845776 ,   9533-3701 
194.281949,27.340548,       50-12 ,   8479-3701 
119.967968,38.2400431736,       44-50 ,   9183-3701 
240.81475,6.1644404, 3-140134550 ,   8636-3701 
298.72713,44.820827,  3-14575591 ,   9128-3701 
179.08373,34.708946, 3-118387003 ,   8816-3701 
134.816015666,39.685322633,    1-216520 ,   8440-3701 
99.28869,6.51213,     27-1804 ,   8050-3701 
256.369657235,35.6346666211,    1-634538 ,   7957-3701 
273.31471,6.5941364,  3-31961746 ,   8971-3701 
282.33002,43.336008,  7-16750617 ,  10009-3701 
84.657989,-2.0978061,  3-51510308 ,   8899-3701 
80.217831,0.90848028,  3-52504149 ,   8901-3701 
117.860433991,26.991842388,    1-145828 ,   8147-3701 
131.76841,12.723631,   7-4834829 ,   8973-3701 
80.946556,11.590974,  7-26815035 ,   8885-3701 
236.092836031,47.8535814068,    1-209049 ,   8486-3701 
64.43906,50.14271,     27-1181 ,   8040-3701 
138.23447,22.34437, 3-139701127 ,   8926-3701 
246.760690284,43.4760996734,    1-134964 ,   8555-3701 
218.292974785,53.2426676917,    1-245684 ,   8547-3701 
322.467437693,-0.631275969015,    1-289841 ,   8616-3701 
83.063263,11.173396,  3-29828322 ,   8882-3701 
242.79784,51.301759, 3-156831901 ,   8920-3701 
12.760858,41.842392,       52-16 ,   9677-3701 
115.93947,48.137067,    1-378526 ,   8239-3701 
329.30394,54.317682,  3-38052083 ,   8691-3701 
290.13763,37.932201,  3-11903387 ,   8630-3701 
192.61092383,26.7352866585,    1-455659 ,   9863-3701 
230.574377642,42.2870203576,   12-193534 ,   7443-3701 
164.446167733,44.6546374711,    1-277328 ,   8255-3701 
298.03637,44.038588,  7-18348824 ,   9080-3701 
116.176854635,42.3576915289,     1-43702 ,   8140-3701 
125.45726,-0.58015199,   7-4251796 ,   8795-3701 
253.32755,11.119371,  7-13564972 ,   9679-3701 
140.59403,27.20752,      4-2579 ,   8099-3701 
82.876798,9.898935,  7-26953561 ,   8884-3701 
116.703574938,43.3748383408,     1-43723 ,   8137-3701 
212.057345224,53.8834903893,    1-245458 ,   8591-3701 
281.01315,-26.111374,  7-16763613 ,   9073-3701 
39.855805,-12.595677,  7-23378822 ,   8663-3701 
343.99748,58.854185,  3-45052432 ,   8699-3701 
171.628470631,46.9984308945,    1-279554 ,   8945-3701 
183.126549322,45.6854504505,    1-575838 ,   8261-3701 
349.16572,51.17768,      27-459 ,   7997-3701 
247.480416346,40.6599580358,    1-135101 ,   9869-3701 
207.074291887,25.1238885413,    1-422976 ,   8443-3701 
287.75752,50.456148,  7-17217181 ,  10008-3701 
62.483739,24.140337,  3-38725755 ,   8779-3701 
82.935181,10.013761,  7-26989176 ,   8881-3701 
191.08786,-2.0023783, 3-109545694 ,   8929-3701 
46.7463179463,-0.56480466568,     1-37784 ,   9193-3701 
182.03236,31.725864,       14-15 ,   7444-3701 
37.36323,48.34217,     27-1036 ,   8037-3701 
131.00999,10.76603,      4-3427 ,   8116-3701 
191.48288,11.458998, 3-112694716 ,   8918-3701 
287.57231,-1.2484522,  7-17292892 ,  10020-3701 
137.54807,21.89058,      4-4333 ,   8117-3701 
243.93143,23.112478, 3-149927897 ,   8970-3701 
317.504479435,9.86822191739,    1-113208 ,   8618-3701 
67.731356,25.128238,  3-29284351 ,   9287-3701 
190.448421792,44.9146305925,    1-259079 ,   8341-3701 
103.6887,-1.730035,    7-563668 ,   8803-3701 
157.179457248,39.8388849686,    1-274519 ,   8455-3701 
118.325311619,44.8660108525,     1-44216 ,   8138-3701 
256.048376447,33.4607106456,    1-177104 ,   9185-3701 
83.721352,-8.9657142,  3-64608500 ,   9661-3701 
320.56373,50.32572,      27-139 ,   7996-3701 
230.310181486,30.5230518731,    1-632371 ,   9044-3701 
11.161451,-12.723801, 3-106233932 ,   8659-3701 
246.900048575,41.1637663766,    1-135115 ,   9029-3701 
66.394477,60.707659,   3-5844394 ,   8809-3701 
288.7729,-28.518043, 3-100867064 ,   9097-3701 
224.75325,66.57719,     4-16792 ,   8112-3701 
133.569904521,27.2665262848,    1-605531 ,   9506-3701 
66.25782,49.75395,     27-1194 ,   8041-3701 
163.772003078,49.0788060421,    1-173630 ,   8999-3701 
205.63584338,26.2327336039,    1-458459 ,   8952-3701 
241.208521549,42.0358071243,    1-248410 ,   8979-3701 
165.892833771,21.0494711718,    1-487046 ,   8448-3701 
208.41608,31.891494, 3-137518835 ,   9665-3701 
239.27154,5.3814662, 3-138495292 ,   9125-3701 
114.324525988,40.1432338104,     1-43268 ,   8566-3701 
122.352258486,19.6281973296,    1-383608 ,   9490-3701 
39.6170562283,-1.04675798533,    1-603705 ,   8153-3701 
281.51627,47.920337,  7-16568992 ,   8669-3701 
297.53686,18.802195, 54-38639891 ,   9975-3701 
285.54068,31.950624,  3-12711610 ,   9122-3701 
176.954356758,50.4053502186,    1-174979 ,   8989-3701 
233.491509631,56.8473195647,     1-90984 ,   8553-3701 
243.407714996,49.0694089344,     1-92774 ,   8482-3701 
54.904965246,-5.63293280732,     1-51810 ,   8727-3701 
283.70883,-9.8999812,  7-16971968 ,   9800-3701 
148.484493822,34.31530381,    1-390232 ,   8944-3701 
201.140522862,31.5463794808,    1-419257 ,   8444-3701 
120.059598154,26.6980146136,    1-163965 ,   8941-3701 
322.69346,10.93066,     4-12698 ,   8121-3701 
140.08917,47.8173, 3-150067507 ,   9670-3701 
216.73431,56.293278,  7-10957667 ,   8963-3701 
172.621931698,50.7652709204,    1-149496 ,   8992-3701 
61.2300919858,-6.30480772667,    1-583694 ,   8158-3701 
7.29067,56.09822,      27-771 ,   8000-3701 
81.338051,0.84364724,  3-51011874 ,   8902-3701 
